INPUT,OUTPUT,helper
2.4762,0.0005,5042
2.4794,0.0005,5041
2.4777,0.0004,5040
2.4785,0.0005,5039
2.4808,0.0004,5038
2.4784,0.0004,5037
2.4803,0.0005,5036
2.4817,0.0005,5035
2.4809,0.0005,5034
2.4817,0.0006,5033
2.4831,0.0005,5032
2.4819,0.0005,5031
2.4844,0.0004,5030
2.4834,0.0004,5029
2.484,0.0005,5028
2.486,0.0004,5027
2.4848,0.0005,5026
2.4851,0.0004,5025
2.4876,0.0004,5024
2.4862,0.0005,5023
2.4873,0.0005,5022
2.4888,0.0004,5021
2.4875,0.0005,5020
2.489,0.0004,5019
2.4899,0.0004,5018
2.4898,0.0004,5017
2.4912,0.0004,5016
2.4908,0.0005,5015
2.4912,0.0004,5014
2.4925,0.0004,5013
2.4926,0.0005,5012
2.4931,0.0004,5011
2.4944,0.0005,5010
2.4944,0.0004,5009
2.4948,0.0004,5008
2.4947,0.0004,5007
2.4958,0.0004,5006
2.4962,0.0004,5005
2.496,0.0005,5004
2.4974,0.0004,5003
2.4972,0.0004,5002
2.498,0.0005,5001
2.4987,0.0004,5000
2.4985,0.0004,4999
2.4995,0.0005,4998
2.5009,0.0004,4997
2.4994,0.0004,4996
2.5012,0.0004,4995
2.5018,0.0004,4994
2.5008,0.0004,4993
2.5032,0.0004,4992
2.5033,0.0004,4991
2.502,0.0004,4990
2.5043,0.0004,4989
2.5036,0.0004,4988
2.505,0.0004,4987
2.5062,0.0004,4986
2.5051,0.0004,4985
2.5065,0.0004,4984
2.5079,0.0004,4983
2.5059,0.0004,4982
2.509,0.0004,4981
2.5088,0.0004,4980
2.5074,0.0004,4979
2.5099,0.0004,4978
2.5105,0.0004,4977
2.5089,0.0004,4976
2.5119,0.0004,4975
2.5105,0.0005,4974
2.512,0.0004,4973
2.513,0.0004,4972
2.512,0.0004,4971
2.5135,0.0004,4970
2.5155,0.0004,4969
2.5127,0.0004,4968
2.5155,0.0004,4967
2.5159,0.0004,4966
2.5145,0.0004,4965
2.5176,0.0004,4964
2.5176,0.0004,4963
2.5161,0.0004,4962
2.5183,0.0005,4961
2.5176,0.0004,4960
2.5189,0.0004,4959
2.5203,0.0004,4958
2.5192,0.0004,4957
2.5205,0.0004,4956
2.5219,0.0004,4955
2.5201,0.0004,4954
2.5226,0.0004,4953
2.5229,0.0005,4952
2.5216,0.0004,4951
2.524,0.0005,4950
2.5244,0.0004,4949
2.5234,0.0004,4948
2.5254,0.0004,4947
2.5247,0.0004,4946
2.526,0.0004,4945
2.5267,0.0004,4944
2.5265,0.0004,4943
2.5276,0.0004,4942
2.5289,0.0004,4941
2.5278,0.0004,4940
2.5294,0.0004,4939
2.5298,0.0004,4938
2.5295,0.0004,4937
2.5311,0.0004,4936
2.5313,0.0004,4935
2.5313,0.0004,4934
2.5322,0.0004,4933
2.5341,0.0004,4932
2.5331,0.0004,4931
2.5334,0.0004,4930
2.5345,0.0004,4929
2.5344,0.0004,4928
2.535,0.0004,4927
2.5362,0.0004,4926
2.5359,0.0004,4925
2.536,0.0004,4924
2.5376,0.0004,4923
2.5368,0.0005,4922
2.5379,0.0004,4921
2.5389,0.0004,4920
2.5383,0.0004,4919
2.5393,0.0004,4918
2.5404,0.0004,4917
2.54,0.0004,4916
2.542,0.0004,4915
2.5408,0.0004,4914
2.5411,0.0004,4913
2.5437,0.0004,4912
2.5423,0.0004,4911
2.5429,0.0004,4910
2.5451,0.0004,4909
2.5429,0.0004,4908
2.5447,0.0004,4907
2.5461,0.0004,4906
2.5454,0.0004,4905
2.5462,0.0003,4904
2.5479,0.0004,4903
2.5464,0.0004,4902
2.5493,0.0004,4901
2.5478,0.0004,4900
2.5483,0.0004,4899
2.5508,0.0004,4898
2.5492,0.0004,4897
2.5493,0.0004,4896
2.5524,0.0004,4895
2.5501,0.0003,4894
2.5517,0.0004,4893
2.5532,0.0004,4892
2.5519,0.0004,4891
2.5533,0.0004,4890
2.5549,0.0004,4889
2.5539,0.0004,4888
2.5562,0.0004,4887
2.5547,0.0004,4886
2.5548,0.0004,4885
2.5578,0.0004,4884
2.5564,0.0004,4883
2.5568,0.0003,4882
2.5593,0.0004,4881
2.5568,0.0004,4880
2.5586,0.0004,4879
2.5602,0.0004,4878
2.5594,0.0004,4877
2.5604,0.0004,4876
2.5617,0.0004,4875
2.5606,0.0003,4874
2.5631,0.0004,4873
2.5618,0.0004,4872
2.5624,0.0004,4871
2.5645,0.0004,4870
2.5634,0.0004,4869
2.5636,0.0004,4868
2.5659,0.0004,4867
2.5648,0.0004,4866
2.5659,0.0004,4865
2.5671,0.0004,4864
2.5665,0.0004,4863
2.5674,0.0004,4862
2.5684,0.0004,4861
2.5684,0.0003,4860
2.5697,0.0004,4859
2.5693,0.0004,4858
2.5697,0.0004,4857
2.5711,0.0004,4856
2.5711,0.0004,4855
2.5729,0.0003,4854
2.572,0.0004,4853
2.573,0.0003,4852
2.5734,0.0004,4851
2.5732,0.0004,4850
2.5742,0.0004,4849
2.5748,0.0004,4848
2.5744,0.0003,4847
2.576,0.0004,4846
2.5756,0.0004,4845
2.5764,0.0004,4844
2.5776,0.0003,4843
2.5766,0.0004,4842
2.5779,0.0004,4841
2.5796,0.0004,4840
2.578,0.0004,4839
2.5799,0.0004,4838
2.5805,0.0004,4837
2.5796,0.0003,4836
2.5817,0.0004,4835
2.5818,0.0003,4834
2.5807,0.0004,4833
2.5828,0.0004,4832
2.5821,0.0004,4831
2.5834,0.0003,4830
2.5854,0.0004,4829
2.5832,0.0003,4828
2.585,0.0004,4827
2.5865,0.0004,4826
2.5843,0.0004,4825
2.5875,0.0004,4824
2.5876,0.0004,4823
2.5858,0.0003,4822
2.5886,0.0003,4821
2.5889,0.0004,4820
2.5875,0.0004,4819
2.5903,0.0004,4818
2.5889,0.0003,4817
2.5906,0.0003,4816
2.5916,0.0004,4815
2.5906,0.0004,4814
2.5921,0.0003,4813
2.594,0.0004,4812
2.5915,0.0004,4811
2.594,0.0004,4810
2.5946,0.0004,4809
2.593,0.0004,4808
2.596,0.0003,4807
2.5961,0.0003,4806
2.5944,0.0004,4805
2.5969,0.0004,4804
2.5961,0.0004,4803
2.5977,0.0004,4802
2.5989,0.0004,4801
2.5978,0.0004,4800
2.599,0.0004,4799
2.6004,0.0004,4798
2.5986,0.0003,4797
2.6013,0.0003,4796
2.6014,0.0003,4795
2.6003,0.0004,4794
2.6025,0.0003,4793
2.6031,0.0004,4792
2.6021,0.0003,4791
2.6042,0.0003,4790
2.6035,0.0003,4789
2.6045,0.0004,4788
2.6053,0.0004,4787
2.6051,0.0003,4786
2.6062,0.0003,4785
2.6074,0.0004,4784
2.6064,0.0003,4783
2.6077,0.0003,4782
2.6083,0.0004,4781
2.6082,0.0004,4780
2.6095,0.0004,4779
2.61,0.0003,4778
2.61,0.0003,4777
2.6114,0.0004,4776
2.6114,0.0004,4775
2.6116,0.0004,4774
2.6118,0.0003,4773
2.6131,0.0003,4772
2.6129,0.0004,4771
2.6134,0.0004,4770
2.6147,0.0002,4769
2.6137,0.0004,4768
2.615,0.0003,4767
2.6163,0.0003,4766
2.6154,0.0004,4765
2.6164,0.0004,4764
2.6176,0.0004,4763
2.6169,0.0004,4762
2.6189,0.0003,4761
2.618,0.0003,4760
2.6185,0.0003,4759
2.6205,0.0003,4758
2.6196,0.0003,4757
2.6196,0.0004,4756
2.6221,0.0003,4755
2.6204,0.0003,4754
2.6218,0.0004,4753
2.6239,0.0003,4752
2.6214,0.0003,4751
2.6233,0.0004,4750
2.6247,0.0004,4749
2.6239,0.0002,4748
2.6264,0.0004,4747
2.6248,0.0002,4746
2.6249,0.0003,4745
2.6278,0.0004,4744
2.6263,0.0003,4743
2.627,0.0003,4742
2.6295,0.0003,4741
2.6269,0.0003,4740
2.6289,0.0003,4739
2.6309,0.0003,4738
2.6285,0.0003,4737
2.6302,0.0003,4736
2.6318,0.0004,4735
2.6304,0.0003,4734
2.6332,0.0003,4733
2.6318,0.0003,4732
2.6323,0.0002,4731
2.6349,0.0002,4730
2.6332,0.0003,4729
2.6334,0.0003,4728
2.6367,0.0003,4727
2.6344,0.0003,4726
2.6359,0.0004,4725
2.6378,0.0004,4724
2.6354,0.0003,4723
2.6374,0.0004,4722
2.6386,0.0003,4721
2.638,0.0003,4720
2.6401,0.0003,4719
2.639,0.0004,4718
2.6392,0.0003,4717
2.6416,0.0003,4716
2.6404,0.0003,4715
2.641,0.0004,4714
2.6431,0.0004,4713
2.642,0.0003,4712
2.6423,0.0003,4711
2.6446,0.0002,4710
2.6432,0.0003,4709
2.6445,0.0002,4708
2.6455,0.0004,4707
2.6451,0.0004,4706
2.646,0.0003,4705
2.647,0.0002,4704
2.647,0.0002,4703
2.6482,0.0002,4702
2.648,0.0002,4701
2.6484,0.0003,4700
2.6495,0.0003,4699
2.6504,0.0003,4698
2.6504,0.0003,4697
2.6503,0.0003,4696
2.6515,0.0002,4695
2.6519,0.0004,4694
2.6516,0.0003,4693
2.6528,0.0002,4692
2.6534,0.0003,4691
2.653,0.0003,4690
2.6545,0.0003,4689
2.654,0.0002,4688
2.6551,0.0002,4687
2.6562,0.0003,4686
2.655,0.0003,4685
2.6564,0.0003,4684
2.6581,0.0003,4683
2.6564,0.0003,4682
2.6584,0.0003,4681
2.659,0.0003,4680
2.6578,0.0003,4679
2.6603,0.0003,4678
2.6605,0.0004,4677
2.6593,0.0004,4676
2.6613,0.0004,4675
2.6607,0.0003,4674
2.662,0.0003,4673
2.6638,0.0003,4672
2.6614,0.0003,4671
2.6635,0.0003,4670
2.6649,0.0004,4669
2.6629,0.0003,4668
2.666,0.0003,4667
2.6662,0.0003,4666
2.6646,0.0003,4665
2.6669,0.0002,4664
2.6675,0.0003,4663
2.6661,0.0002,4662
2.6688,0.0003,4661
2.6675,0.0004,4660
2.6692,0.0002,4659
2.6706,0.0003,4658
2.6684,0.0003,4657
2.6706,0.0002,4656
2.6726,0.0004,4655
2.6699,0.0002,4654
2.6726,0.0003,4653
2.6731,0.0003,4652
2.6717,0.0003,4651
2.6744,0.0003,4650
2.6745,0.0003,4649
2.6731,0.0002,4648
2.6754,0.0003,4647
2.6746,0.0003,4646
2.6759,0.0003,4645
2.6778,0.0002,4644
2.6756,0.0003,4643
2.6776,0.0003,4642
2.679,0.0003,4641
2.6773,0.0003,4640
2.6799,0.0003,4639
2.6799,0.0003,4638
2.6789,0.0003,4637
2.6809,0.0003,4636
2.6814,0.0003,4635
2.6806,0.0002,4634
2.6827,0.0003,4633
2.682,0.0003,4632
2.6831,0.0003,4631
2.6842,0.0002,4630
2.6833,0.0002,4629
2.6847,0.0002,4628
2.686,0.0003,4627
2.6849,0.0003,4626
2.6863,0.0003,4625
2.6869,0.0003,4624
2.6866,0.0003,4623
2.6881,0.0003,4622
2.6884,0.0002,4621
2.6901,0.0003,4620
2.6891,0.0003,4619
2.69,0.0003,4618
2.69,0.0002,4617
2.6904,0.0004,4616
2.6917,0.0002,4615
2.6914,0.0002,4614
2.6919,0.0003,4613
2.6933,0.0002,4612
2.6922,0.0002,4611
2.6934,0.0003,4610
2.6948,0.0003,4609
2.6938,0.0003,4608
2.6948,0.0002,4607
2.6962,0.0002,4606
2.6952,0.0002,4605
2.6975,0.0002,4604
2.6964,0.0004,4603
2.697,0.0002,4602
2.6991,0.0002,4601
2.6979,0.0003,4600
2.698,0.0002,4599
2.7008,0.0002,4598
2.6988,0.0002,4597
2.7002,0.0002,4596
2.7023,0.0003,4595
2.6998,0.0003,4594
2.7019,0.0003,4593
2.7033,0.0003,4592
2.7026,0.0003,4591
2.7048,0.0002,4590
2.7034,0.0002,4589
2.7035,0.0003,4588
2.7062,0.0002,4587
2.7048,0.0003,4586
2.7052,0.0003,4585
2.7079,0.0001,4584
2.7052,0.0002,4583
2.7071,0.0002,4582
2.7095,0.0002,4581
2.7071,0.0002,4580
2.7087,0.0002,4579
2.7103,0.0003,4578
2.709,0.0002,4577
2.712,0.0003,4576
2.7102,0.0004,4575
2.7109,0.0002,4574
2.7132,0.0002,4573
2.7118,0.0003,4572
2.7118,0.0002,4571
2.7148,0.0003,4570
2.7128,0.0002,4569
2.7142,0.0002,4568
2.7164,0.0002,4567
2.714,0.0002,4566
2.7159,0.0002,4565
2.7172,0.0003,4564
2.7165,0.0003,4563
2.7186,0.0002,4562
2.7174,0.0002,4561
2.7177,0.0002,4560
2.7199,0.0003,4559
2.719,0.0002,4558
2.7196,0.0002,4557
2.7214,0.0003,4556
2.7199,0.0003,4555
2.7214,0.0003,4554
2.723,0.0002,4553
2.7219,0.0002,4552
2.723,0.0001,4551
2.7238,0.0002,4550
2.7235,0.0003,4549
2.725,0.0003,4548
2.7248,0.0003,4547
2.7255,0.0002,4546
2.7266,0.0002,4545
2.7265,0.0003,4544
2.7268,0.0003,4543
2.7287,0.0004,4542
2.7283,0.0003,4541
2.7287,0.0003,4540
2.7287,0.0003,4539
2.73,0.0002,4538
2.7303,0.0001,4537
2.7299,0.0002,4536
2.7312,0.0002,4535
2.7311,0.0003,4534
2.7319,0.0002,4533
2.733,0.0003,4532
2.7325,0.0003,4531
2.7335,0.0003,4530
2.7348,0.0003,4529
2.7334,0.0002,4528
2.7357,0.0003,4527
2.7358,0.0003,4526
2.7348,0.0003,4525
2.7369,0.0003,4524
2.7373,0.0003,4523
2.7362,0.0003,4522
2.7387,0.0002,4521
2.7376,0.0003,4520
2.739,0.0003,4519
2.7398,0.0003,4518
2.7392,0.0002,4517
2.7405,0.0003,4516
2.7425,0.0002,4515
2.7401,0.0002,4514
2.7423,0.0003,4513
2.743,0.0003,4512
2.7414,0.0003,4511
2.7444,0.0002,4510
2.7446,0.0002,4509
2.743,0.0002,4508
2.7455,0.0002,4507
2.746,0.0003,4506
2.7445,0.0002,4505
2.7474,0.0002,4504
2.7461,0.0003,4503
2.7476,0.0002,4502
2.7491,0.0003,4501
2.7469,0.0002,4500
2.7489,0.0003,4499
2.7509,0.0002,4498
2.7483,0.0002,4497
2.751,0.0001,4496
2.7515,0.0002,4495
2.7498,0.0001,4494
2.7529,0.0002,4493
2.7531,0.0002,4492
2.7517,0.0003,4491
2.7539,0.0002,4490
2.7531,0.0002,4489
2.7545,0.0003,4488
2.7563,0.0002,4487
2.7541,0.0001,4486
2.7561,0.0002,4485
2.7572,0.0002,4484
2.7557,0.0002,4483
2.7582,0.0002,4482
2.7584,0.0003,4481
2.7576,0.0002,4480
2.7593,0.0001,4479
2.76,0.0002,4478
2.7591,0.0002,4477
2.7611,0.0002,4476
2.7605,0.0002,4475
2.7616,0.0001,4474
2.7626,0.0003,4473
2.7619,0.0002,4472
2.7632,0.0002,4471
2.7644,0.0002,4470
2.7636,0.0001,4469
2.7649,0.0002,4468
2.7654,0.0002,4467
2.7654,0.0002,4466
2.7665,0.0003,4465
2.7666,0.0003,4464
2.7674,0.0002,4463
2.7676,0.0002,4462
2.7686,0.0001,4461
2.7684,0.0002,4460
2.7685,0.0002,4459
2.7702,0.0002,4458
2.7698,0.0002,4457
2.7703,0.0001,4456
2.7718,0.0002,4455
2.7707,0.0002,4454
2.7719,0.0001,4453
2.773,0.0002,4452
2.7726,0.0002,4451
2.7733,0.0001,4450
2.7745,0.0002,4449
2.7738,0.0002,4448
2.7759,0.0002,4447
2.7749,0.0002,4446
2.7754,0.0001,4445
2.7776,0.0003,4444
2.7764,0.0003,4443
2.7766,0.0002,4442
2.7792,0.0003,4441
2.7773,0.0002,4440
2.7787,0.0002,4439
2.7801,0.0002,4438
2.7789,0.0002,4437
2.7803,0.0002,4436
2.7818,0.0002,4435
2.7809,0.0002,4434
2.7833,0.0002,4433
2.7816,0.0002,4432
2.7819,0.0001,4431
2.7849,0.0002,4430
2.7832,0.0003,4429
2.7838,0.0001,4428
2.7864,0.0002,4427
2.7836,0.0002,4426
2.7857,0.0002,4425
2.7872,0.0002,4424
2.7863,0.0001,4423
2.7872,0.0001,4422
2.7888,0.0001,4421
2.7874,0.0003,4420
2.7904,0.0003,4419
2.7888,0.0003,4418
2.7893,0.0001,4417
2.792,0.0002,4416
2.7901,0.0002,4415
2.7903,0.0002,4414
2.7932,0.0001,4413
2.7912,0.0002,4412
2.7927,0.0002,4411
2.7941,0.0002,4410
2.7929,0.0002,4409
2.7943,0.0002,4408
2.7955,0.0003,4407
2.795,0.0003,4406
2.7969,0.0001,4405
2.796,0.0002,4404
2.796,0.0002,4403
2.7985,0.0001,4402
2.7975,0.0002,4401
2.798,0.0002,4400
2.7998,0.0003,4399
2.7984,0.0002,4398
2.7998,0.0002,4397
2.8013,0.0002,4396
2.8004,0.0002,4395
2.8015,0.0002,4394
2.8023,0.0001,4393
2.8021,0.0003,4392
2.8036,0.0002,4391
2.8034,0.0003,4390
2.8039,0.0002,4389
2.805,0.0002,4388
2.8057,0.0001,4387
2.8061,0.0001,4386
2.8058,0.0002,4385
2.8068,0.0002,4384
2.8073,0.0002,4383
2.8071,0.0003,4382
2.8085,0.0002,4381
2.8089,0.0002,4380
2.8084,0.0001,4379
2.8097,0.0001,4378
2.8094,0.0003,4377
2.8104,0.0001,4376
2.8114,0.0002,4375
2.8109,0.0002,4374
2.8119,0.0002,4373
2.8131,0.0003,4372
2.8118,0.0002,4371
2.8141,0.0002,4370
2.8143,0.0002,4369
2.8133,0.0002,4368
2.8153,0.0002,4367
2.8159,0.0002,4366
2.8147,0.0002,4365
2.8172,0.0001,4364
2.8161,0.0002,4363
2.8173,0.0002,4362
2.8182,0.0001,4361
2.8175,0.0001,4360
2.819,0.0002,4359
2.8209,0.0001,4358
2.8182,0.0001,4357
2.8212,0.0001,4356
2.8214,0.0002,4355
2.82,0.0001,4354
2.8229,0.0002,4353
2.823,0.0002,4352
2.8215,0.0001,4351
2.8239,0.0002,4350
2.823,0.0002,4349
2.8245,0.0001,4348
2.8259,0.0001,4347
2.8246,0.0002,4346
2.826,0.0003,4345
2.8276,0.0002,4344
2.8254,0.0002,4343
2.8286,0.0002,4342
2.8286,0.0002,4341
2.827,0.0002,4340
2.8295,0.0002,4339
2.8299,0.0002,4338
2.8286,0.0002,4337
2.8314,0.0002,4336
2.8301,0.0001,4335
2.8315,0.0001,4334
2.8324,0.0002,4333
2.8317,0.0002,4332
2.833,0.0001,4331
2.8349,0.0002,4330
2.8328,0.0002,4329
2.8349,0.0002,4328
2.8356,0.0001,4327
2.8344,0.0001,4326
2.8368,0.0001,4325
2.8369,0.0001,4324
2.836,0.0001,4323
2.8378,0.0002,4322
2.8375,0.0002,4321
2.8385,0.0002,4320
2.8396,0.0001,4319
2.8392,0.0002,4318
2.8401,0.0002,4317
2.8411,0.0002,4316
2.8405,0.0002,4315
2.842,0.0001,4314
2.8424,0.0001,4313
2.8423,0.0001,4312
2.8435,0.0002,4311
2.844,0.0002,4310
2.8457,0.0002,4309
2.8446,0.0002,4308
2.8456,0.0002,4307
2.8457,0.0002,4306
2.846,0.0002,4305
2.8472,0.0001,4304
2.8468,0.0002,4303
2.8471,0.0001,4302
2.8489,0.0001,4301
2.8479,0.0002,4300
2.849,0.0002,4299
2.8504,0.0002,4298
2.8491,0.0001,4297
2.8503,0.0002,4296
2.8517,0.0002,4295
2.8512,0.0002,4294
2.8519,0.0002,4293
2.8532,0.0002,4292
2.8523,0.0002,4291
2.8546,0.0001,4290
2.8536,0.0002,4289
2.8539,0.0001,4288
2.8562,0.0001,4287
2.8549,0.0002,4286
2.855,0.0001,4285
2.8578,0.0001,4284
2.8559,0.0001,4283
2.8574,0.0003,4282
2.8589,0.0002,4281
2.8576,0.0001,4280
2.859,0.0002,4279
2.8603,0.0002,4278
2.8596,0.0003,4277
2.8618,0.0001,4276
2.8603,0.0002,4275
2.8605,0.0001,4274
2.8635,0.0001,4273
2.8619,0.0002,4272
2.8624,0.0002,4271
2.865,0.0002,4270
2.8624,0.0002,4269
2.8644,0.0002,4268
2.866,0.0001,4267
2.8649,0.0001,4266
2.866,0.0001,4265
2.8674,0.0001,4264
2.8661,0.0001,4263
2.8689,0.0003,4262
2.8674,0.0002,4261
2.8681,0.0001,4260
2.8706,0.0002,4259
2.8689,0.0003,4258
2.8691,0.0002,4257
2.8719,0.0002,4256
2.87,0.0002,4255
2.8714,0.0002,4254
2.8728,0.0002,4253
2.8717,0.0001,4252
2.8729,0.0001,4251
2.8744,0.0002,4250
2.8735,0.0001,4249
2.8756,0.0002,4248
2.8745,0.0002,4247
2.8748,0.0002,4246
2.8771,0.0003,4245
2.8763,0.0002,4244
2.8768,0.0001,4243
2.8785,0.0001,4242
2.8772,0.0002,4241
2.8786,0.0001,4240
2.8796,0.0001,4239
2.8793,0.0001,4238
2.8802,0.0001,4237
2.8812,0.0002,4236
2.8809,0.0002,4235
2.8822,0.0002,4234
2.8821,0.0001,4233
2.8828,0.0001,4232
2.8842,0.0003,4231
2.8838,0.0001,4230
2.8848,0.0001,4229
2.8843,0.0001,4228
2.8854,0.0002,4227
2.886,0.0002,4226
2.8856,0.0002,4225
2.887,0.0002,4224
2.8876,0.0002,4223
2.8871,0.0002,4222
2.8885,0.0001,4221
2.8882,0.0002,4220
2.8892,0.0001,4219
2.8906,0.0003,4218
2.8892,0.0003,4217
2.8906,0.0002,4216
2.8919,0.0001,4215
2.8905,0.0002,4214
2.8929,0.0001,4213
2.893,0.0002,4212
2.8919,0.0001,4211
2.8939,0.0002,4210
2.8946,0.0002,4209
2.8934,0.0003,4208
2.896,0.0002,4207
2.8947,0.0001,4206
2.8961,0.0001,4205
2.8975,0.0001,4204
2.8957,0.0002,4203
2.8975,0.0002,4202
2.8996,0.0001,4201
2.8971,0.0001,4200
2.8995,0.0001,4199
2.9002,0.0001,4198
2.8987,0.0001,4197
2.9015,0.0002,4196
2.9017,0.0002,4195
2.9002,0.0002,4194
2.9026,0.0002,4193
2.9017,0.0001,4192
2.9032,0.0002,4191
2.9045,0.0002,4190
2.9031,0.0001,4189
2.9046,0.0002,4188
2.9062,0.0002,4187
2.9041,0.0001,4186
2.9072,0.0002,4185
2.9072,0.0001,4184
2.9058,0.0001,4183
2.9082,0.0002,4182
2.9088,0.0002,4181
2.9073,0.0002,4180
2.91,0.0002,4179
2.9088,0.0003,4178
2.9102,0.0001,4177
2.9112,0.0001,4176
2.9104,0.0002,4175
2.9116,0.0001,4174
2.9134,0.0001,4173
2.9114,0.0002,4172
2.9136,0.0002,4171
2.9142,0.0002,4170
2.9132,0.0002,4169
2.9155,0.0001,4168
2.9156,0.0002,4167
2.9147,0.0002,4166
2.9164,0.0001,4165
2.9161,0.0001,4164
2.9171,0.0002,4163
2.9182,0.0001,4162
2.9178,0.0001,4161
2.9188,0.0002,4160
2.9197,0.0002,4159
2.9192,0.0001,4158
2.9207,0.0002,4157
2.921,0.0002,4156
2.9209,0.0002,4155
2.922,0.0001,4154
2.9227,0.0002,4153
2.9231,0.0002,4152
2.923,0.0002,4151
2.9241,0.0001,4150
2.924,0.0002,4149
2.9247,0.0001,4148
2.9259,0.0002,4147
2.9256,0.0001,4146
2.9258,0.0001,4145
2.9274,0.0001,4144
2.9265,0.0002,4143
2.9275,0.0002,4142
2.9291,0.0002,4141
2.9276,0.0002,4140
2.9291,0.0001,4139
2.9302,0.0001,4138
2.9298,0.0001,4137
2.9316,0.0001,4136
2.9306,0.0001,4135
2.9308,0.0002,4134
2.9333,0.0002,4133
2.9322,0.0002,4132
2.9327,0.0002,4131
2.9348,0.0001,4130
2.9327,0.0001,4129
2.9345,0.0001,4128
2.9365,0.0002,4127
2.9345,0.0002,4126
2.9359,0.0001,4125
2.9375,0.0001,4124
2.9361,0.0001,4123
2.9389,0.0001,4122
2.9374,0.0001,4121
2.9381,0.0001,4120
2.9405,0.0001,4119
2.9389,0.0001,4118
2.939,0.0002,4117
2.9421,0.0002,4116
2.9399,0.0001,4115
2.9413,0.0001,4114
2.9436,0.0001,4113
2.9409,0.0002,4112
2.943,0.0001,4111
2.9445,0.0003,4110
2.9436,0.0002,4109
2.946,0.0001,4108
2.9445,0.0001,4107
2.9446,0.0001,4106
2.9474,0.0002,4105
2.9461,0.0002,4104
2.9466,0.0001,4103
2.949,0.0001,4102
2.9466,0.0001,4101
2.9484,0.0001,4100
2.9505,0.0001,4099
2.9484,0.0001,4098
2.95,0.0003,4097
2.9513,0.0001,4096
2.9503,0.0002,4095
2.9528,0.0001,4094
2.9517,0.0002,4093
2.9523,0.0001,4092
2.9541,0.0001,4091
2.9532,0.0001,4090
2.9534,0.0002,4089
2.9556,0.0002,4088
2.9548,0.0002,4087
2.9554,0.0001,4086
2.9572,0.0001,4085
2.9559,0.0001,4084
2.9573,0.0001,4083
2.9582,0.0002,4082
2.9581,0.0002,4081
2.9588,0.0003,4080
2.9596,0.0001,4079
2.9595,0.0001,4078
2.9607,0.0002,4077
2.9607,0.0001,4076
2.9623,0.0002,4075
2.9615,0.0001,4074
2.9623,0.0001,4073
2.9634,0.0002,4072
2.9629,0.0001,4071
2.964,0.0001,4070
2.9645,0.0001,4069
2.9641,0.0001,4068
2.9656,0.0001,4067
2.966,0.0002,4066
2.9654,0.0002,4065
2.9669,0.0001,4064
2.9667,0.0001,4063
2.9677,0.0001,4062
2.9692,0.0001,4061
2.9675,0.0001,4060
2.9693,0.0002,4059
2.9705,0.0002,4058
2.969,0.0001,4057
2.9715,0.0001,4056
2.9716,0.0001,4055
2.9704,0.0001,4054
2.9725,0.0001,4053
2.9731,0.0001,4052
2.9719,0.0001,4051
2.9745,0.0001,4050
2.9733,0.0002,4049
2.9748,0.0001,4048
2.9762,0.0001,4047
2.9741,0.0001,4046
2.9762,0.0001,4045
2.9782,0.0002,4044
2.9757,0.0002,4043
2.9782,0.0001,4042
2.9787,0.0002,4041
2.9773,0.0001,4040
2.9801,0.0001,4039
2.9802,0.0001,4038
2.9787,0.0002,4037
2.9813,0.0001,4036
2.9802,0.0002,4035
2.9818,0.0001,4034
2.9839,0.0001,4033
2.9812,0.0001,4032
2.9832,0.0001,4031
2.9848,0.0001,4030
2.9826,0.0001,4029
2.9857,0.0001,4028
2.9858,0.0001,4027
2.9842,0.0001,4026
2.9866,0.0001,4025
2.9873,0.0001,4024
2.9858,0.0001,4023
2.9885,0.0003,4022
2.9873,0.0002,4021
2.9888,0.0001,4020
2.9901,0.0002,4019
2.9884,0.0001,4018
2.9901,0.0002,4017
2.9919,0.0001,4016
2.99,0.0001,4015
2.9921,0.0002,4014
2.9926,0.0001,4013
2.9917,0.0001,4012
2.9939,0.0001,4011
2.9942,0.0001,4010
2.9934,0.0002,4009
2.9951,0.0001,4008
2.9948,0.0001,4007
2.9958,0.0001,4006
2.997,0.0002,4005
2.996,0.0001,4004
2.9973,0.0001,4003
2.9983,0.0001,4002
2.9978,0.0001,4001
2.9992,0.0001,4000
2.9996,0.0001,3999
2.9996,0.0002,3998
3.0019,0.0002,3997
3.0008,0.0001,3996
3.0016,0.0001,3995
3.0015,0.0001,3994
3.0027,0.0001,3993
3.0026,0.0002,3992
3.003,0.0002,3991
3.0044,0.0001,3990
3.0039,0.0002,3989
3.0042,0.0001,3988
3.0061,0.0001,3987
3.0051,0.0001,3986
3.0062,0.0002,3985
3.0072,0.0001,3984
3.0066,0.0002,3983
3.0077,0.0001,3982
3.0088,0.0001,3981
3.0083,0.0002,3980
3.0101,0.0001,3979
3.0092,0.0002,3978
3.0094,0.0001,3977
3.0118,0.0002,3976
3.0106,0.0002,3975
3.0112,0.0001,3974
3.0136,0.0002,3973
3.0111,0.0001,3972
3.0131,0.0001,3971
3.0151,0.0001,3970
3.0129,0.0002,3969
3.0146,0.0001,3968
3.0158,0.0001,3967
3.0148,0.0001,3966
3.0176,0.0001,3965
3.0159,0.0001,3964
3.0168,0.0003,3963
3.0191,0.0001,3962
3.0175,0.0002,3961
3.0176,0.0001,3960
3.0208,0.0002,3959
